iteration,loss,acc,binary_crossentropy,val_loss,val_acc,val_binary_crossentropy
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True False --layer lstm 64 None None True False --layer dense 32 None None ,0.6968,0.5014,0.7052,0.6935,0.4987,0.6935
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True False --layer lstm 64 None None True False --layer dense 64 None None ,0.6965,0.5019,0.7022,0.6935,0.4977,0.6935
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True False --layer lstm 64 None None False True --layer dense 32 None None ,7.578,0.5065,7.6117,7.5703,0.5092,7.5703
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True False --layer lstm 64 None None False True --layer dense 64 None None ,0.7087,0.4996,0.7788,0.6942,0.4996,0.6942
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True False --layer lstm 64 None None False False --layer dense 32 None None ,0.7132,0.4998,0.8139,0.6947,0.506,0.6947
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True False --layer lstm 64 None None False False --layer dense 64 None None ,0.6987,0.5031,0.7198,0.6935,0.5049,0.6935
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True False --layer lstm 128 None None True True --layer dense 32 None None ,0.8272,0.5002,1.3356,0.6943,0.5096,0.6943
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True False --layer lstm 128 None None True True --layer dense 64 None None ,0.7436,0.5035,0.9805,0.6933,0.5056,0.6933
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True False --layer lstm 128 None None True False --layer dense 32 None None ,0.7006,0.5019,0.7297,0.6933,0.503,0.6933
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True False --layer lstm 128 None None True False --layer dense 64 None None ,0.7066,0.5044,0.7634,0.697,0.504,0.697
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True False --layer lstm 128 None None False True --layer dense 32 None None ,0.7011,0.4991,0.7323,0.6949,0.4907,0.6949
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True False --layer lstm 128 None None False True --layer dense 64 None None ,7.8108,0.4904,7.7795,7.748,0.4947,7.748
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True False --layer lstm 128 None None False False --layer dense 32 None None ,0.6989,0.5047,0.7225,0.6933,0.5031,0.6933
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True False --layer lstm 128 None None False False --layer dense 64 None None ,0.8019,0.5014,1.242,0.7008,0.5096,0.7008
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True True --layer simplernn 64 None None True True --layer dense 32 None None ,0.7224,0.5018,0.8443,0.6976,0.493,0.6976
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True True --layer simplernn 64 None None True True --layer dense 64 None None ,2.5633,0.4947,4.9834,0.6947,0.5075,0.6947
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True True --layer simplernn 64 None None True False --layer dense 32 None None ,0.7226,0.5003,0.8306,0.6946,0.4943,0.6946
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True True --layer simplernn 64 None None True False --layer dense 64 None None ,0.7072,0.4997,0.7482,0.6977,0.5098,0.6977
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True True --layer simplernn 64 None None False True --layer dense 32 None None ,0.8474,0.5031,1.2622,0.6979,0.5039,0.6979
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True True --layer simplernn 64 None None False True --layer dense 64 None None ,7.2126,0.5077,6.32,7.6568,0.5036,7.6568
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True True --layer simplernn 64 None None False False --layer dense 32 None None ,0.7076,0.5015,0.7634,0.6944,0.5087,0.6944
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True True --layer simplernn 64 None None False False --layer dense 64 None None ,0.7162,0.5,0.783,0.6951,0.5071,0.6951
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True True --layer simplernn 128 None None True True --layer dense 32 None None ,0.7226,0.5021,0.8543,0.6961,0.4919,0.6961
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True True --layer simplernn 128 None None True True --layer dense 64 None None ,0.78,0.5006,1.0986,0.6959,0.4944,0.6959
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True True --layer simplernn 128 None None True False --layer dense 32 None None ,0.7245,0.5019,0.8606,0.6934,0.5028,0.6934
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True True --layer simplernn 128 None None True False --layer dense 64 None None ,0.7205,0.5,0.823,0.6993,0.4928,0.6993
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True True --layer simplernn 128 None None False True --layer dense 32 None None ,1.0273,0.5004,1.907,0.6983,0.5011,0.6983
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True True --layer simplernn 128 None None False True --layer dense 64 None None ,7.5453,0.5097,7.4162,7.5645,0.5096,7.5645
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True True --layer simplernn 128 None None False False --layer dense 32 None None ,0.8477,0.5003,1.2805,0.7005,0.5011,0.7005
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True True --layer simplernn 128 None None False False --layer dense 64 None None ,0.8255,0.5021,1.2303,0.7098,0.5093,0.7098
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True True --layer gru 64 None None True True --layer dense 32 None None ,0.7093,0.5016,0.7808,0.6939,0.5093,0.6939
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True True --layer gru 64 None None True True --layer dense 64 None None ,0.7136,0.5008,0.783,0.6941,0.5093,0.6941
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True True --layer gru 64 None None True False --layer dense 32 None None ,0.7072,0.5026,0.753,0.7056,0.5061,0.7056
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True True --layer gru 64 None None True False --layer dense 64 None None ,0.7177,0.5017,0.8166,0.694,0.5066,0.694
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True True --layer gru 64 None None False True --layer dense 32 None None ,0.9497,0.4995,1.6899,0.7056,0.5097,0.7056
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True True --layer gru 64 None None False True --layer dense 64 None None ,7.5812,0.5086,7.5153,7.5183,0.5126,7.5183
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True True --layer gru 64 None None False False --layer dense 32 None None ,0.7121,0.4974,0.7951,0.6953,0.5116,0.6953
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True True --layer gru 64 None None False False --layer dense 64 None None ,0.7074,0.5005,0.7512,0.6956,0.4929,0.6956
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True True --layer gru 128 None None True True --layer dense 32 None None ,7.5608,0.5106,7.5066,7.606,0.5069,7.6061
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True True --layer gru 128 None None True True --layer dense 64 None None ,7.778,0.4918,7.7419,7.8282,0.4895,7.8282
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True True --layer gru 128 None None True False --layer dense 32 None None ,0.7041,0.503,0.7514,0.6939,0.5098,0.6939
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True True --layer gru 128 None None True False --layer dense 64 None None ,0.7092,0.5022,0.7786,0.696,0.492,0.696
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True True --layer gru 128 None None False True --layer dense 32 None None ,7.7952,0.4934,7.7489,7.8226,0.4898,7.8225
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True True --layer gru 128 None None False True --layer dense 64 None None ,7.5742,0.5092,7.5206,7.5646,0.5096,7.5646
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True True --layer gru 128 None None False False --layer dense 32 None None ,0.7223,0.4995,0.8274,0.7119,0.5056,0.7119
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True True --layer gru 128 None None False False --layer dense 64 None None ,7.8006,0.4877,7.8385,7.8021,0.4912,7.8021
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True True --layer lstm 64 None None True True --layer dense 32 None None ,0.7008,0.5025,0.7327,0.6937,0.4955,0.6937
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True True --layer lstm 64 None None True True --layer dense 64 None None ,0.701,0.5021,0.7343,0.6931,0.5064,0.6931
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True True --layer lstm 64 None None True False --layer dense 32 None None ,0.7023,0.5019,0.7412,0.6932,0.5055,0.6932
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True True --layer lstm 64 None None True False --layer dense 64 None None ,0.7043,0.5033,0.753,0.6932,0.5027,0.6932
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True True --layer lstm 64 None None False True --layer dense 32 None None ,0.7142,0.4995,0.8167,0.6934,0.5027,0.6934
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True True --layer lstm 64 None None False True --layer dense 64 None None ,0.7069,0.5024,0.7698,0.6937,0.5037,0.6937
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True True --layer lstm 64 None None False False --layer dense 32 None None ,0.7023,0.5027,0.7386,0.6941,0.4975,0.6941
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True True --layer lstm 64 None None False False --layer dense 64 None None ,0.7005,0.4968,0.7264,0.6936,0.5054,0.6936
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True True --layer lstm 128 None None True True --layer dense 32 None None ,0.6996,0.4999,0.7249,0.6941,0.4945,0.6941
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True True --layer lstm 128 None None True True --layer dense 64 None None ,0.7152,0.4999,0.8214,0.6934,0.5078,0.6934
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True True --layer lstm 128 None None True False --layer dense 32 None None ,0.8323,0.5004,1.3052,0.6955,0.4949,0.6955
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True True --layer lstm 128 None None True False --layer dense 64 None None ,7.5815,0.5087,7.5787,7.5567,0.5101,7.5567
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True True --layer lstm 128 None None False True --layer dense 32 None None ,7.7952,0.491,7.7687,7.8136,0.4904,7.8137
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True True --layer lstm 128 None None False True --layer dense 64 None None ,7.8108,0.4896,7.7989,7.7558,0.4942,7.7558
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True True --layer lstm 128 None None False False --layer dense 32 None None ,7.7824,0.4909,7.7814,7.8698,0.4867,7.8698
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True True --layer lstm 128 None None False False --layer dense 64 None None ,0.7004,0.502,0.725,0.7001,0.5095,0.7001
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True False --layer simplernn 64 None None True True --layer dense 32 None None ,0.7142,0.5011,0.786,0.6937,0.5014,0.6937
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True False --layer simplernn 64 None None True True --layer dense 64 None None ,0.7736,0.5013,1.025,0.6955,0.5067,0.6955
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True False --layer simplernn 64 None None True False --layer dense 32 None None ,0.718,0.5015,0.8042,0.694,0.4976,0.694
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True False --layer simplernn 64 None None True False --layer dense 64 None None ,0.7092,0.5011,0.759,0.6937,0.5041,0.6937
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True False --layer simplernn 64 None None False True --layer dense 32 None None ,0.815,0.5009,1.2618,0.6944,0.5078,0.6944
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True False --layer simplernn 64 None None False True --layer dense 64 None None ,7.0946,0.5016,5.9802,7.5829,0.5084,7.5829
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True False --layer simplernn 64 None None False False --layer dense 32 None None ,0.7324,0.5004,0.8799,0.696,0.4933,0.696
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True False --layer simplernn 64 None None False False --layer dense 64 None None ,0.7467,0.4999,0.9311,0.6944,0.5044,0.6944
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True False --layer simplernn 128 None None True True --layer dense 32 None None ,5.4489,0.4953,6.4435,0.7092,0.4991,0.7092
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True False --layer simplernn 128 None None True True --layer dense 64 None None ,0.7592,0.5008,0.9609,0.6988,0.5058,0.6988
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True False --layer simplernn 128 None None True False --layer dense 32 None None ,0.7153,0.5014,0.807,0.6942,0.5063,0.6942
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True False --layer simplernn 128 None None True False --layer dense 64 None None ,0.7138,0.5021,0.7844,0.6942,0.4966,0.6942
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True False --layer simplernn 128 None None False True --layer dense 32 None None ,0.8226,0.5019,1.2832,0.6945,0.4964,0.6945
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True False --layer simplernn 128 None None False True --layer dense 64 None None ,7.4499,0.5048,7.1294,7.6091,0.5067,7.6092
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True False --layer simplernn 128 None None False False --layer dense 32 None None ,0.7477,0.501,0.9401,0.695,0.505,0.695
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True False --layer simplernn 128 None None False False --layer dense 64 None None ,7.5692,0.5078,7.5926,7.604,0.507,7.604
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True False --layer gru 64 None None True True --layer dense 32 None None ,0.7835,0.4994,1.0275,0.6982,0.5025,0.6982
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True False --layer gru 64 None None True True --layer dense 64 None None ,0.7054,0.5008,0.7439,0.6953,0.5097,0.6953
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True False --layer gru 64 None None True False --layer dense 32 None None ,0.7173,0.5017,0.824,0.6935,0.5068,0.6935
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True False --layer gru 64 None None True False --layer dense 64 None None ,0.7052,0.5015,0.748,0.6954,0.4919,0.6954
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True False --layer gru 64 None None False True --layer dense 32 None None ,0.7154,0.5015,0.8046,0.6954,0.5037,0.6954
